"Arriaga" "Assis_1" "Assis_2" "Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"a" 4.44970064306305 4.48333603413817 4.25558008339465 3.9878799726322 3.19519139512812 3.31551630645286 3.62133438299547 3.06895559604872 3.18995381062356 2.78349398895267 2.82502162006342 4.21707811735086 5.23835417799529 4.47390932420873 4.02455661664393 3.51493848857645 3.4761696545693 3.3256291730868 3.8497446317755 4.54204766901514 3.84271671134942 3.87147489436966 3.84957941613063 3.83513538489973 3.87550797898702
"e" 3.74011382955133 3.27337546588883 4.07162129016434 4.47659075359202 4.38152483391332 3.07537377023782 3.47372564455816 3.22240337585116 3.01674364896074 3.16256904581393 3.08446238108965 3.44779355199664 3.04513322457858 3.5158254918734 4.6677061001754 4.03851786760398 4.67861827721906 2.92116076014381 2.96556647811522 4.8493479238495 2.98877966438288 3.34086666011595 3.30529440870856 3.74272248405877 3.11230052532461
"que" 3.5035848917141 2.54955976881111 3.102771645818 4.66230085035676 4.57133818411895 3.12959950422186 4.14288525880732 3.4333940730795 3.07448036951501 2.03617459114047 1.84491207840876 3.86740331491713 3.32608301613196 2.40376390076989 1.8514909374391 3.44171060339777 2.40489724529952 3.53107344632768 3.03695974518095 3.09548793284365 5.20305828616821 5.24712587206446 4.96783770410688 4.49126698087053 4.68827435821191
"o" 3.59228324340306 3.39221087884189 3.63829613277737 3.33300752614603 3.27428029104714 2.70354016577582 2.83408777799646 2.9730507336722 2.75692840646651 2.61020253438752 2.78658595176324 2.7414504510805 3.36233460213884 3.86655260906758 3.8296628337556 3.56619800820152 2.67818102317446 2.27272727272727 3.06991048382668 2.79568280617599 3.57462019660411 3.95990960007861 3.67144977733795 3.85361796506792 3.60788978094955
"de" 1.98832138369429 2.50634689137363 2.6081268906876 2.45332812041834 2.02467573552673 3.71058951119374 3.32611690612084 3.6156133115949 3.8972286374134 3.37918336402036 3.90122033246853 3.36387159941255 2.45604495196665 2.68605645851155 2.47515104268174 1.51947861745753 1.89112374289462 2.56805341551104 2.92712394969521 3.15544895817718 2.1149836163241 2.58425862238381 2.5531914893617 2.65225025413548 2.03191594806225
"não" 0.406534111907754 1.08572354561659 0.895266127054206 2.51197341413352 2.57829800695982 1.08451467968084 2.10588466837237 1.40021099069723 1.54445727482679 1.75457597747211 1.47977322955703 0.951115462619764 0.516585100598151 0.521813515825492 0.467745078931982 0.5199179847686 0.677743769129864 1.27760657421674 0.928112471854577 0.487183330834957 2.48237513653063 2.32878058366906 2.18703612073231 1.81129285648277 2.07156308851224
"um" 1.07177174957499 1.2585750553665 0.923881939334478 0.928550483823673 1.10724454286618 0.976063211712759 0.993898838811258 0.700105495348614 1.11143187066975 1.07224087512185 1.2203324685308 0.979089446814463 1.17817654522385 2.31822070145423 2.04638472032742 1.56341534856473 1.65063401836467 0.841037493579866 0.955571420726015 0.86193973916954 1.13196306225797 0.962955684386361 1.26669965363681 1.17364384068016 0.634354247199921
"do" 1.62613644763101 1.49624588127262 1.34085520398986 1.01651842439644 0.743435621638722 1.08451467968084 1.10214524699862 1.16044883475592 0.967090069284065 0.823134409184447 0.97050062457961 0.755297573256871 1.00598151169114 1.47134302822926 1.05242642759696 1.57439953134153 1.0166156536948 0.738315356959425 0.933604261628865 1.05681307150352 1.14189256280409 1.021912154859 1.03908955962395 1.27529803160521 1.03082565169987
"é" 0.532190110133787 0.65359477124183 0.502820701496198 2.17965008308083 2.65738690287884 0.635215740955922 1.40720330643574 0.815191330200441 1.270207852194 1.09390230694249 0.884020370904199 1.1888943282747 0.670654341127424 1.17194183062447 0.808809198986552 0.662712360867018 0.579361609094884 0.969440164355419 0.87868636388599 1.01933743067006 1.7178035944792 1.87678097671219 2.12765957446809 1.89446446723963 1.34800277529983
"os" 1.04959716165275 0.864257548749527 1.35720709672145 0.918776268204477 0.964884530211958 1.05352854597568 0.905333595748868 1.41939196317253 1.06812933025404 0.833965125094769 1.19150571730566 0.986082942863137 0.679717237629146 1.14627887082977 1.10114987331904 1.40963678968951 1.59051158723218 0.918079096045198 1.13130869350321 0.652076150502174 0.327673518022043 0.501129999017392 0.653142008906482 0.526753534793457 1.24888492417484
"em" 1.92918914923498 1.05331388753849 0.645899762897555 0.518033427817418 0.664346725719709 0.883104810597258 0.85613068293643 0.834372302675746 1.21247113163972 1.13722517058378 1.03776304410493 1.32177075319952 1.49537792278412 0.846877673224979 1.29604365620737 0.867750439367311 0.890905115872322 0.905238828967643 0.697457301334505 1.701394093839 1.03266805679674 1.26756411516164 1.12815437902029 0.970335458830053 0.862325304787392
"se" 0.93872422204154 1.08032193593691 1.00972937617529 1.29997067735314 1.51850680164505 1.0302889456968 0.993898838811258 0.85355327515105 0.750577367205543 1.3971623524315 1.71038723935812 0.874187006084342 1.55881819829618 0.761334473909324 0.711362307542389 0.59680726420621 0.694140795802361 0.770416024653313 0.653522983140205 0.989356918003298 1.25111706881144 1.12017293898005 1.33597229094508 1.16440255059606 1.07047279214987
"da" 1.35264986325671 1.19375573921028 1.32041533807538 0.801485680774118 0.917431192660551 0.80563947633434 1.10214524699862 0.978229596240529 0.808314087759815 0.606520090978014 0.845584702604017 0.601440660186027 1.06035889070147 1.40290846877673 0.711362307542389 1.21192149970709 0.74879755137735 0.757575757575758 0.752375199077379 1.22920101933743 0.635488034951842 0.756608037732141 0.712518555170708 1.09971352000739 0.743383883437407
"as" 0.864808928967403 0.956084913304165 0.964761671163437 0.996969993158049 1.18633343878519 1.09226121310713 0.60027553631175 1.0645439723794 0.981524249422633 0.541535795516084 0.701450946478332 0.741310581159522 0.7431575131412 0.76988879384089 0.828298577275385 1.2997949619215 1.25710537822475 0.828197226502311 0.96655500027459 0.846949482836156 0.387250521298779 0.383217058072123 0.425531914893617 0.545236114961649 0.832589949449896
"me" 0.561756227363442 0.442931993734133 0.302510015534298 1.25109959925716 1.202151217969 0.98380974513905 1.24975398543594 1.19881077970653 1.32794457274827 0.84479584100509 0.720668780628423 1.19588782432338 0.208446619539605 0.128314798973482 0.302085363476905 0.314879906268307 0.60122431132488 1.1748844375963 0.840243835465978 0.577124868835257 1.37027107536491 1.28721627198585 1.56358238495794 1.12743739025968 0.812766379224898
"como" 0.606105403207924 0.588775455085615 0.654075709263347 1.16313165868439 0.980702309395761 0.828879076613216 0.787246604999016 0.632972091685048 0.793879907621247 0.444059352323189 0.393965600076871 0.804252045597594 1.09661047670836 0.863986313088109 0.652894172675892 1.01054481546573 0.890905115872322 0.507190549563431 0.604096875171618 0.397241792834657 0.665276536590209 0.707477645671612 0.633349826818407 0.794750947232234 0.664089602537417
"no" 0.680020696282061 0.550964187327824 0.71130733382389 0.557130290294204 0.632711167352104 0.728174142071423 0.610116118874237 0.575429174259135 0.577367205542725 1.13722517058378 1.19150571730566 0.433596755017833 0.951604132680805 0.513259195893926 0.487234457220815 0.695664909197422 0.721469173589856 0.667693888032871 0.516228238783019 0.704542047669015 0.794360043689802 0.756608037732141 0.653142008906482 0.600683855466223 0.614530676974923
"eu" 0.613496932515337 0.523956138929401 0.17987082004742 1.08493793373082 0.806706738373932 0.75916027577659 1.05294233418618 1.0645439723794 0.952655889145496 0.238275750027077 0.134524839050639 1.17490733617735 0.244698205546493 0.29940119760479 0.302085363476905 0.527240773286467 0.579361609094884 1.19414483821263 0.66450656268878 0.667066406835557 1.0128090557045 0.894173135501621 0.870856011875309 0.739303206727659 0.227971057587471
"na" 0.569147756670855 0.318694971101388 0.572316245605429 0.361645977910273 0.49035115469788 0.511271206135254 0.570753788624287 0.661743550398005 0.707274826789838 0.736488681901874 0.912847122129336 0.412616266871809 0.806597788653254 0.530367835757057 0.623660105242643 0.637082601054482 0.475513773502405 0.513610683102208 0.653522983140205 0.809473842002698 0.536193029490617 0.73695588090793 0.564077189510144 0.739303206727659 0.703736742987412
"uma" 0.229137408529825 0.545562577648139 0.363829613277737 0.850356758870101 0.980702309395761 0.658455341234797 0.718362527061602 0.652153064160353 0.606235565819861 0.671504386439944 0.643797444028058 0.39862927477446 0.570962479608483 0.778443113772455 0.711362307542389 0.530902167545401 0.562964582422387 0.558551617873652 0.774342358174529 0.292309998500974 0.565981531128984 0.530608234253709 0.643245917862444 0.702338046391276 0.218059272474973
"ao" 0.672629166974647 0.648193161562146 0.813506663396288 0.371420193529469 0.316355583676052 0.53451080641413 0.541232040936823 0.402800421981394 0.562933025404157 0.227445034116755 0.413183434226963 0.538499195747954 0.634402755120537 0.898203592814371 0.487234457220815 0.651728178090217 0.508307826847398 0.603492552645095 0.713932670657367 0.569629740668565 0.426968523483269 0.284956273951066 0.415635823849579 0.397375473616117 0.485677470512439
"com" 0.480449404981891 0.275482093663912 0.404709345106696 0.586452937151794 0.521986713065486 0.743667208924007 0.649478449124188 0.68092452287331 0.837182448036952 0.368244340950937 0.201787258575959 0.188824393314218 0.398767446075766 0.513259195893926 0.711362307542389 0.41373755125952 0.344337560122431 0.61633281972265 0.593113295623044 0.284814870334283 0.397180021844901 0.314434509187383 0.425531914893617 0.591442565382127 0.535236396074933
"por" 0.768719047971025 0.334899800140442 0.22075055187638 0.635324015247776 0.949066751028156 0.75916027577659 0.747884274749065 0.920686678814616 0.606235565819861 0.205783602296112 0.317094263476506 0.38464228267711 0.199383723037883 0.367835757057314 0.399532254921068 0.292911540714704 0.338871884564932 0.507190549563431 0.444834971717283 0.247339229500824 0.506404527852249 0.432347450132652 0.593765462642256 0.517512244709361 0.485677470512439
"d" 1.30830068741223 0.167449900070221 0.0981113563895021 0 0 0 0 0 0.0144341801385681 0 0 0.349674802433737 1.54069240529273 1.12061591103507 0.896511401286299 1.03617457527827 1.05487538259729 0.75115562403698 0.719424460431655 0.284814870334283 0.0496475027306126 0.00982607841210573 0 0.0277238702522872 0
"mais" 0.317835760218789 0.351104629179495 0.519172594227782 0.635324015247776 0.411262258778867 0.286621736772794 0.492029128124385 0.258943128416611 0.505196304849885 0.509043647785119 0.432401268377054 0.482551227358557 0.453144825086097 0.290846877673225 0.331319430910154 0.457674282366725 0.69960647135986 0.552131484334874 0.565654346751606 0.337280767501124 0.287955515837553 0.294782352363172 0.267194458189015 0.295721282691064 0.792942808999901
"meu" 0.347401877448444 0.232269216226435 0.11037527593819 0.2834522529567 0.395444479595065 0.542257339840421 0.413304467624483 0.450752853169656 0.562933025404157 0.357413625040615 0.249831843951187 0.874187006084342 0.335327170563712 0.171086398631309 0.126680958877412 0.150117164616286 0.344337560122431 0.654853620955316 0.642539403591631 0.891920251836306 0.82414854532817 0.835216665028987 0.831271647699159 0.702338046391276 0.198235702249975
"para" 0.221745879222411 0.183654729109275 0.183958793230316 1.01651842439644 0.980702309395761 0.735920675497715 0.816768352686479 0.930277165052268 0.92378752886836 0.758150113722517 0.230614009801095 0.25176585775229 0.244698205546493 0.513259195893926 0.60417072695381 0.248974809607499 0.174901617839965 0.365947611710324 0.477785710363007 0.277319742167591 0.446827524575514 0.353738822835806 0.475012370113805 0.351169023195638 0.545148181187432
"dos" 0.561756227363442 0.388915896937287 0.445589076935655 0.449613918483042 0.173995571021829 0.673948408087381 0.344420389687069 0.402800421981394 0.663972286374134 0.227445034116755 0.393965600076871 0.356668298482411 0.32626427406199 0.248075278015398 0.34106412005457 0.80916813122437 0.60122431132488 0.423728813559322 0.362458125102971 0.254834357667516 0.168801509284083 0.13756509776948 0.188025729836715 0.157101931429628 0.455942115174943
"mas" 0.14043905684086 0.286285313023281 0.327037854631674 0.733066171439742 0.727617842454919 0.317607870477961 0.531391458374336 0.421981394456699 0.360854503464203 0.888118704646377 0.586143941577784 0.167843905168194 0.679717237629146 0.18819503849444 0.194893782888326 0.263620386643234 0.306077831219939 0.481510015408321 0.532703608105882 0.284814870334283 0.655347036044087 0.442173528544758 0.593765462642256 0.415858053784308 0.406383189612449
"das" 0.450883287752236 0.248474045265489 0.298422042351402 0.322549115433486 0.458715596330275 0.689441474939964 0.305058059437119 0.527476743070874 0.245381062355658 0.25993718184772 0.182569424425867 0.174837401216868 0.226572412543049 0.28229255774166 0.253361917754824 0.600468658465144 0.573895933537385 0.276065742167437 0.362458125102971 0.367261280167891 0.11915400655347 0.117912940945269 0.148441365660564 0.221790962018298 0.327088908712459
"sem" 0.25870352575948 0.140441851671798 0.130815141852669 0.273678037337504 0.474533375514078 0.271128669920211 0.432985632749459 0.431571880694351 0.389722863741339 0.530705079605762 0.4420101854521 0.209804881460242 0.435019032082654 0.256629597946963 0.380042876632235 0.311218512009373 0.306077831219939 0.276065742167437 0.280081278488659 0.202368460500675 0.685135537682455 0.540434312665815 0.692726373082632 0.619166435634415 0.327088908712459
"te" 0.391751053292926 0.432128774374764 0.286158122802714 0.166161665526342 0.205631129389434 0.123944534820668 0.236173981499705 0.143857293564784 0.288683602771363 0.38990577277158 0.701450946478332 0.622421148332051 0.262823998549937 0.265183917878529 0.175404404599493 0.380785002929115 0.327940533449934 0.622752953261428 0.302048437585809 0.254834357667516 0.287955515837553 0.432347450132652 0.188025729836715 0.157101931429628 0.465853900287442
"minha" 0.273486584374307 0.23767082590612 0.0899354100237102 0.518033427817418 0.664346725719709 0.588736540398172 0.482188545561897 0.354847990793133 0.346420323325635 0.249106465937398 0.163351590275776 0.573466675991328 0.199383723037883 0.0684345594525235 0.116936269732996 0.109841827768014 0.191298644512462 0.507190549563431 0.356966335328684 0.54714435616849 0.486545526760004 0.432347450132652 0.425531914893617 0.36965160336383 0.118941421349985
